Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of Program,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2004,KJLA,N/A,Los Angeles,3,Analog,ULTIMATE CHOICE,Core,Syndicated,Monday at 4:00 pm,8,0,30,13,18,"Ultimate Choice provides an opportunity for its young viewers to learn more about themselves and their lives, as well as to develop their own convictions about each of the physical and moral issues through the subjects explored and discussed on this television series. In each of the episodes within this series, eight teens, which have just finished an extreme adventure that brought them face-to-face with challenges that have lifelong implications, share thoughts that are designed to shape the values that will guide young men and women throughout their lives. Issues discussed include: Drugs; Compromise; Resolving Conflict; Teamwork; Fear; and Self Control.",99,N/A,N/A,N/A
2004,KJLA,N/A,Los Angeles,3,Analog,THE JAZZ KIDS,Core,Local,Monday at 4:30 pm,7,0,30,8,16,"“The Jazz Kids” is a half hour-long documentary on a band of Los Angeles area preteens and their passion for music. The conductor’s narration on jazz instrumentation, improvisational techniques and the group’s progress is interspersed with excerpts from a live studio performance of the kids playing jazz classics. The program features interviews with the music students, introducing an eclectic group of children and their thoughts on jazz legends, the creativity and precision of playing and how music has enriched their lives.",99,N/A,N/A,N/A
2004,KJLA,N/A,Los Angeles,3,Analog,THE CHILDREN MUSIC WORKSHOP,Core,Local,Monday at 4:00 pm,5,0,60,8,16,"The Children's Music Workshop's music is a Documentary that promotes not just music but art and better education in our schools as well, and while music education is rewarding in itself, it does more for our students. The study of music also affects students positively in other areas of their lives. “The Children's Music Workshop's” is an hour-long documentary on a band formed with 140 students from two dozen Los Angeles area public and private elementary schools. The performance, produced by conductor Larry Newman, featured the children’s symphony, a jazz ensemble, wind ensemble, string ensemble, flute ensemble and several featured performers. This documentary “is a shining example of the power and importance of music education in the school curriculum,” said Mr. Newman. And students who study music score higher on proportional math and fractions tests than students received no music instruction. Also Researchers are providing us with an unprecedented understanding of how we think and how we learn. Now we know that instrumental music is a vital part of a complete education.",99,N/A,N/A,N/A
2004,KJLA,N/A,Los Angeles,3,Analog,CRITTER GITTERS,Core,Syndicated,Tuesday at 4:00 pm,13,0,30,9,14,"A search and rescue 911 themed animal adventure series with an entertaining twist of investigative and detective “super sleuthing” by a group neighborhood kids, a couple of veterinarians and zany professor. Action and stimulating story lines combined with kids’ natural love and curiosity of animals. This program promotes and teaches teamwork, cooperation, problem solving, knowledge of animals and positive role models.",99,N/A,N/A,N/A
2004,KJLA,N/A,Los Angeles,3,Analog,ANIMAL RESCUE,Core,Syndicated,Tuesday at 4:30 pm,13,0,30,1,16,"Animal rescue showcase spectacular rescues of all types of animals and focuses on the work of dedicated individuals who treat the various creatures of the animal kingdom. All stories are authentic and contain actual video of rescues. It contains safety tips and real life in-the field experiences of professional and ordinary people taking care of, treating and helping various animals.",99,N/A,N/A,N/A
2004,KJLA,N/A,Los Angeles,3,Analog,DESTINATION TOMORROW,Core,Syndicated,Monday at 4:30 pm,1,0,30,8,16,"Destination Tomorrow is a program created by NASA, each program has 3 components: 1): a 30 minutes commercial free program. 2): an educator guide including a hands-on activity 3): an interactive web activities. Focuses on NASA research, past, present & future in a magazine style format, designed to create a heighten interest for kids 8 to 16 years in mathematics, science, technology and NASA. Also serve as mechanism for parents in the education of children.",99,N/A,N/A,N/A
2004,KJLA,N/A,Los Angeles,3,Analog,THE SOCCER ACADEMY,Core,Local,Wednesday at 4:00 pm,13,0,30,6,16,"The Soccer Academy is a new and exciting soccer show for kids,parents and coaches that is inspiring, uplifting and educational. It also incorporates several elements of travel and adventure, taking youth soccer players on a wonderful journey of various stadiums and soccer venues around the globe. Apart from valuable soccer instruction in the program, there is also a positive theme that lends itself to boosting self esteem in all youngsters. The entire show is set against a backdrop of pulsating music, much of which has a techno feel. The Soccer Academy is multi-cultural and multi-ethnic. It appeals to a wide variety of groups and also skews toward Hispanics, African-Americans and teenage girls. It represents fun and excitement for the entire family.",99,N/A,N/A,N/A
2004,KJLA,N/A,Los Angeles,3,Analog,REAL LIFE 101,Core,Syndicated,Wednesday at 4:30 pm,13,0,30,10,16,The concept for Real Life 101 is bold yet simple. Real life jobs and careers are explored in an energetic style as an education and information (E/I) presentation for teenage viewers. The careers and people chosen to reflect those categories offer a vital inside look at what it would really be like to choose that particular profession. A co-host approach allows for interchange of questions and responses adding viewer stimulation and insight. Fresh fast-paced entertainment and direction for teens that utilizes today's music and humor to provide career guidance. Encourages young people to follow their dreams.,99,N/A,N/A,N/A
2004,KMEX-TV,Univision Programming Service*,Los Angeles,3,Analog,COMPLICES AL RESCATE,Core,Network,SU 08:30AM; SA 08:30AM,26,0,90,7,12,"A significant purpose and key educational objective of this program is to illustrate how friendship, love and kindness can help overcome life’s adversities. Complices al Rescate (“Friends to the Rescue”) follows the lives of two eleven-year-old girls, Silvana and Mariana, who have both experienced sadness, loss, and injustice in their lives. Throughout the shows, the girls learn to appreciate that happiness is not found in popularity and money, but in true friendship, and goodwill toward others and love.",99,N/A,N/A,N/A
2004,KNBC,NBC,Los Angeles,3,Analog,KENNY THE SHARK,Core,Network,"Saturday, 8:00AM - 8:30AM",13,0,30,9,14,"When a shark lives among humans, getting along in the world is one tough challenge after another. Kenny the Shark is about tiger shark that has made the transition from sea to land, but it’s very hard trying to adapt new conditions. He lives with Kat, a middle school student, and her family. In the process of watching Kenny deal with this situation we learn real world facts about shark behavior, habits, and biology. We also learn a lot about how to understand multiple perspectives on a problem. In each episode, Kenny and Kat have to solve a problem that requires one of them to be generous, cooperative, hardworking, honest, unselfish or responsible. The situations they face are comedic and action-packed extensions of the incongruous circumstances of Kenny’s life.",99,N/A,N/A,N/A
2004,KNBC,NBC,Los Angeles,3,Analog,TUTENSTEIN,Core,Network,"Saturday, 8:30AM - 9:00AM",13,0,30,9,14,"Tut-en-stein is an animated show featuring the resurrected mummy of an Egyptian boy-king. After the discovery of his tomb, the entire burial chamber with artifacts is brought to a metropolitan museum for a permanent exhibit and scientific research. Tut comes alive shortly after his arrival and connects with Cleo, a teen-age museum intern and her cat Luxor. Each episode teaches the audience about Egyptian history, mythology and belief systems. Because Tut’s resurrection is a secret, Cleo has to draw on her knowledge of Egyptology to understand the mummy and his frame of reference. More importantly, she and Tut use the characters, gods, demons, and articles from the tomb to solve the many problems they encounter when Tut forgets the rules of engagement and ventures out into the world on his own.",99,N/A,N/A,N/A
2004,KNBC,NBC,Los Angeles,3,Analog,TRADING SPACES: BOYS VS. GIRLS,Core,Network,"Saturday, 9:00AM - 9:30AM",13,0,30,9,14,"Boys and girls get to show how well they know each other, how effectively they can manage a budget, and how skillfully they can execute a design plan in Trading Spaces: Boys vs. Girls. Each week a boy or girl will be given two days and $5000 dollars to complete a renovation of their partner’s “room.” The space might be a bedroom, a recreation room, or a club house, but the “designer” has to show his or her knowledge of the other person’s preferences, hobbies, and lifestyle to come up with a good design. Then, the challenge of balancing the budget and figuring out the renovation process begins. Participants will learn measurement, spatial reasoning, and principles of aesthetic design as they go through the experience. In the end, they will find out if their knowledge and perception of their partner was on or off base",99,N/A,N/A,N/A
2004,KNBC,NBC,Los Angeles,3,Analog,ENDURANCE,Core,Network,"Saturday, 9:30AM - 10:00AM",13,0,30,9,14,"ENDURANCE is an engrossing program that shows the target audience,with typical kids ages 12-16, succeeding at several different physical, intellectual and strategic challenges in order to win a fabulous travel prize. The audience will be exposed to historical information about great feats of endurance, from Houdini’s escape artistry to Sir Edmund Hillary’s ascent of Mount Everest. Each of the 12 competitive challenges is a metaphor for one of these feats of endurance. In addition, there are strategic challenges based on ten character traits that are important for success. Contestants must estimate probabilities and beat the odds. Overall, the competition balances luck or fate against personal effort so that the contestants learn to balance intellect with intuition in developing their winning strategy. Narration and interviews during each episode trace the emotional growth and insights of the contestants, with an emphasis on how the experience of protracted competition and teamwork teaches both social skills and life skills for achieving success with your goals.",99,N/A,N/A,N/A
2004,KNBC,NBC,Los Angeles,3,Analog,STRANGE DAYS AT BLAKE HOLSEY HIGH,Core,Network,"Saturday, 10:00AM - 10:30AM",11,2,30,9,14,"STRANGE DAYS AT BLAKE HOLSEY HIGH focuses on a group of five young teens who are students at a very unusual boarding school. Strange phenomena happen at the school, and our kids are members of a science club that decides, with the help of their professor, to figure it all out. The initiator of many of their investigative processes is the newest student to the school, Josie Trent. In exploring the larger mystery of why the phenomena occur, our kids also deal with issues relating to their socio-emotional development. The educational goal of the program is to embed scientific content in a narrative story with strong socio-emotional messages. In each episode, one of the main characters models a learning process that relates to their social competence. Each episode also explores science content that relates to resolving an immediate problem or some aspect of the larger mystery. Specific objectives are to expose the audience to content about the physical sciences, such as black holes, worm holes, vortexes, gravity, electricity, satellite transmissions and radio frequencies. Through the characters’ experiments, the audience is exposed to the scientific method, hypothesis testing and analysis of data. Other objectives are to model the development of group cohesion, teamwork, and social competence within the group and between the group and other significant people in their lives.",2,N/A,N/A,N/A
2004,KNBC,NBC,Los Angeles,3,Analog,DARCY'S WILD LIFE,Core,Network,"Saturday, 10:30AM -11:00AM",11,2,30,9,14,"DARCY’S WILD LIFE follows the life of 15-year-old Darcy Fields, the pampered daughter of a top Hollywood movie-star who was plucked out of a life of limos, movie-premiers and world class restaurants to live a “no frills” life in rural Idaho. Darcy’s initial resentment gives way to optimism as she makes new friends and becomes a part of the community. The educational goal of the program is for the main character, Darcy, to model the learning process in adjusting to a new environment that is the complete antithesis of her old life. Darcy comes to a deeper understanding of herself, the value of relationships, and the insignificance of material things. This occurs as she adjusts to her new surroundings and a new group of friends who have totally different perspectives on life. Specific objectives are to show Darcy, with her Hollywood mentality, navigating her way through life on a farm and relating to people who have a different outlook on life. The viewer will also learn about the care and treatment of a variety of animals that live on farms or in the wild.",2,N/A,N/A,N/A
2004,KNET,N/A,Los Angeles,3.53,Analog,SUPER LIBRO (SPANISH LANGUAGE),Core,Syndicated,M-F 7:30AM and Sun7:00AM,79,0,30,3,10,Super Libro is a program specifically designed for children under the age of 16. 1) It airs during core hours. 2) It is regularly scheduled. 3) It is 30 minutes in length.,99,N/A,N/A,N/A
2004,KNET,N/A,Los Angeles,3.53,Analog,FLYING HOUSE,Core,Syndicated,Sundays 7:30-8AM,13,0,30,3,10,"Flying House is a weekly educational series designed for children ages 3-10. It has been uniquely produced to provide entertainment and education for the entire family by using iintriguing characters to reinforce positive values, teach behavior modification skill. Flying House uses the creativity of animation to educate school age children on historical events and expand their ability to memorize these events. 1) It is specifically desigend to meet the educational and informational needs of children under the age of 16. 2) It airs during core hours. 3) It is regularly scheduled. 4) It is 30min length.",99,N/A,N/A,N/A
2004,KNLA,N/A,Los Angeles,3,Analog,SUPER LIBRO (SPANISH LANGUAGE),Core,Syndicated,M-F 7:30AM and Sat 7:00AM,79,1,30,3,10,Super Libro is a program specifically designed for children under the age of 16. 1) It airs during core hours. 2) It is regularly scheduled. 3) It is 30 minutes in length.,0,N/A,N/A,N/A
2004,KPAL,N/A,Los Angeles,14,Analog,NASA EDUCATION FILE,Core,Network,5-7PM DAILY,90,0,120,5,18,PROVIDES MATH AND SIENCE EDUCATION FOR K-12 USING TEACHER IN SPACE AND OTHER NASA RECORCES...CONTAINS BOTH CORE AND NON CORE,99,N/A,N/A,N/A
2004,KPAL,N/A,Los Angeles,14,Analog,NASA EDUCATION FILE,Non-Core,Network,5-7PM DAILY,90,0,120,5,18,PROVIDES MATH AND SIENCE EDUCATION FOR K-12 USING TEACHER IN SPACE AND OTHER NASA RECORCES...CONTAINS BOTH CORE AND NON CORE,99,N/A,N/A,N/A
2004,KPXN,PAX TV,Los Angeles,3,Analog,TOTALLY PETS E/I,Core,Network,Saturdays / October 2nd - December 25th / 6:00 p.m. PT,13,0,30,13,16,"Totally Pets is a half-hour program that focuses on pets, pet lovers and the many ways to keep our pets healthy and happy. Hosted by Cyndy Garvey, Totally Pets aims to show viewers the wonderful, entertaining, occasionally bizarre world of our animal pals... and help us all be better pet parents in the process!",99,N/A,N/A,N/A
2004,KPXN,PAX TV,Los Angeles,3,Analog,ANIMAL TAILS E/I,Core,Network,Saturdays / October 2nd - December 25th / 6:30 p.m. PT,13,0,30,13,16,"Animal Tails is a half-hour, taped television program with a live, participating audience. This show is designed to meet the educational and informational needs of children between the ages of 13 and 16. Each episode follows the host, Mark Curry, as he spends time with people, pets and exotic animals as they recount their real-life adventures. Mark also talks with people knowledgeable about each animal, teaching as he goes. Each episode is designed to reveal to children the world around them in a way that presents positive role models and pro-social values.",99,N/A,N/A,N/A
2004,KPXN,PAX TV,Los Angeles,3,Analog,MIRACLE PETS E/I,Core,Network,Sundays / October 3rd - December 26th / 6:00 p.m. PT,13,0,60,13,16,"Miracle Pets is a one-hour live-action program. This show is designed to meet the educational and informational needs of children between the ages of 13 and 16. Each episode explores different short re-enactments of pets/animals doing heroic, extraordinary actions. Children learn positive role models, pro-social values and the importance of taking care of the pets in their lives.",99,N/A,N/A,N/A
2004,KPXN,PAX TV,Los Angeles,3,Analog,MIRACLE PETS E/I,Core,Network,Mondays / October 4th - December 27th / 3:00 p.m. PT,13,0,60,13,16,"Miracle Pets is a one-hour live-action program. This show is designed to meet the educational and informational needs of children between the ages of 13 and 16. Each episode explores different short re-enactments of pets/animals doing heroic, extraordinary actions. Children learn positive role models, pro-social values and the importance of taking care of the pets in their lives.",99,N/A,N/A,N/A
2004,KRCA,N/A,Los Angeles,3,Analog,EL NUEVO MUNDO SALVAJE CON LORNE GREEN,Core,Local,Monday - Saturday 7 a.m. to 7:30 p.m.,79,0,30,10,16,"This program is educational and intended to inform children 16 years of age and under. It airs 7am Monday through Saturday, 30 minutes in length. The series is an award winning wildlife program of up close looks where civilization and wilderness meet, revealing both the best and the worst of the laws of nture and teaching children about animals and the environment.",99,N/A,N/A,N/A
2004,KSCI,N/A,Los Angeles,3,Analog,KISS!KISS!KISS!,Core,Syndicated,Monday-Thursday 8:00am-8:30am,52,1,30,4,6,"Educational and Informational Objective: This program combines live action with animation and music (sing-alongs) to provide education and instruction in a variety of areas of value to children in the age group (both scholastic and practical skills). This program is in Korean. Based on content, airtime and length, the program meets points 1-4. It is included in this form to meet point 5 and is reported to program publishers as educational to meet point 6.",1,N/A,N/A,N/A
2004,KSCI,N/A,Los Angeles,3,Analog,TOKYO KIDS CLUB-CHIBIMARUKOCHAN,Core,Syndicated,Fridays 8:00am-9:00am,13,0,60,3,8,"Educational and informational objective: This program is in Japanese with Japanese subtitling for hearing-impaired viewers and incorporates animation, puppets, musical sing-alongs, children and various lively hosts to teach children viewers about a wide variety of subjects including family values, behavior, exercise, basic math and language skills. This program meets all the points (1-6) as required.",99,N/A,N/A,N/A
2004,KSFV,N/A,Los Angeles,3,Analog,SUPER LIBRO (SPANISH LANGUAGE),Core,Syndicated,M-F 7:30-8AM and Saturdays 7-7:30am,75,1,30,3,10,Super Libro is a program specifically designed for children under the age of 16. 1) It airs during core hours. 2) It is regularly scheduled. 3) It is 30 minutes in length.,0,N/A,N/A,N/A
2004,KSFV,N/A,Los Angeles,3,Analog,SUPER LIBRO (SPANISH LANGUAGE),Core,Syndicated,M-F 6:30-7PM,4,0,30,3,10,Super Libro is a program specifically designed for children under the age of 16. 1) It airs during core hours. 2) It is regularly scheduled. 3) It is 30 minutes in length.,99,N/A,N/A,N/A
2004,KSKJ-CA,N/A,Los Angeles,7.01,Analog,NEW ZOO REVUE SERIES,Core,Syndicated,MON-SUN 6:00-7:00 A.M. P.T.,84,0,60,3,10,"The story of five characters Henrietta the hippo, Freddie the Frog, Charlie the Owl, Emma Jo, and Doug as they use laughter and song to triumph over everyday life challenges and struggles. Series episodes features Promises,Pride, and Sharing.",99,N/A,N/A,N/A
2004,KSKJ-CA,N/A,Los Angeles,7.01,Analog,THE NEW ZOO REVUE SERIES,Non-Core,Syndicated,MON-SUN 6:00-7:00 A.M. P.T.,84,0,60,3,10,"Five charactors teach the meaning of patience, advice , and responibility through situations with song and dance. Series episodes feature Promises,Pride, and Sharing.",99,N/A,N/A,N/A
2004,KSKP-CA,N/A,Los Angeles,7.01,Analog,NEW ZOO REVUE SERIES,Core,Syndicated,MON-SUN 6:00-7:00 A.M. P.T.,84,0,60,3,10,"The story of five characters Henrietta the hippo, Freddie the Frog, Charlie the Owl, Emma Jo, and Doug as they use laughter and song to triumph over everyday life challenges and struggles. Series episodes features Promises,Pride, and Sharing.",99,N/A,N/A,N/A
2004,KSKP-CA,N/A,Los Angeles,7.01,Analog,THE NEW ZOO REVUE SERIES,Non-Core,Syndicated,MON-SUN 6:00-7:00 A.M. P.T.,84,0,60,3,10,"Five charactors teach the meaning of patience, advice , and responibility through situations with song and dance. Series episodes feature Promises,Pride, and Sharing.",99,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,THE DOOLEY AND PALS SHOW,Core,Network,Saturday 7 am (PT),11,2,30,2,5,The Dooley and Pals Show educates and informs children between the ages of 2 - 5 by combining music and dance with common life lessons and pro-social skills with practical Bible principles.,0,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,KIDS TEN COMMANDMENTS - FRIDAY 4:30 PM IS PERMANENTLY REPLACED BY MCGEE AND ME A/O 12-3-04,Core,Network,"Saturday 7:30 am, Friday 4:30 pm(PT)",17,5,30,9,16,Kids Ten Commandments educates and informs children between the ages of 9 to 16 through animated Bible stories that promote important rules and character building values for everyday lives.,0,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,COLBY'S CLUBHOUSE - PERMANENTLY REPLACED BY MCGEE AND ME A/O 12-3-04,Core,Network,Saturday 8 am (PT),8,1,30,6,12,Colby's Clubhouse educates and informs children between the ages of 6-12 about how to successfully deal with everyday situations and challenges using Bible principles.,0,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,THE KNOCK KNOCK CLUB,Core,Network,Saturday 8:30 am (PT),11,2,30,2,7,"The Knock Knock Club educates and informs children ages 2-7 about the world, as well as teaching math, language and basic problem solving skills.",0,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,MR. HENRY'S WILD & WACKY WORLD,Core,Network,Saturday 9 am (PT),11,2,30,4,10,"Mr. Henry's Wild & Wacky World educates and informs children between the ages of 4 to 10 by teaching values like respect, helping others, and obedience through real life lessons based on Bible principles.",0,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,MISS CHARITY'S DINER,Core,Network,Saturday 9:30 am (PT),11,2,30,4,7,Miss Charity's Diner educates and informs children between the ages of 4 to 7 on valuable life lessons through examples of the varied and wonderful characteristics of God.,0,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,THE REPPIES,Core,Network,Saturday 10:00 am (PT),11,2,30,6,12,The Reppies educates children between the ages of 6 to 12 on valuable life lessons as it explores the decision making process of the important and sometimes difficult choices that children encounter.,0,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,DAVEY AND GOLIATH,Core,Network,Saturday 10:30 am (PT),11,2,30,3,9,Davey and Goliath educates and informs children between the ages of 3- 9 by teaching imortant life skills based on positive and practical Bible principles.,0,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,GREATEST HEROES & LEGENDS OF THE BIBLE,Core,Network,Saturday 11 am (PT),10,3,50,10,16,Greatest Heroes & Legends of the Bible educates and informs youth ages 10 to 16 through animated Bible stories that promote important character building values.,0,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,KIDS AGAINST CRIME,Non-Core,Network,Saturday 2:30 am (PT),10,3,30,5,12,Kids Against Crime educates and informs children between 5-12 by exploring the real-life crimes committed against and by youth and the penalties for those who commit these crimes.,N/A,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,KIDS LIKE YOU,Non-Core,Network,Saturday 3 am (PT),11,2,30,6,12,Kids Like You educates and informs children between the ages of 6-12 by presenting challenging situations with solutions that develop character.,N/A,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,CIRCLE SQUARE,Non-Core,Network,Saturday 3:30 am (PT),11,2,30,4,12,Circle Square educates and informs children between the ages of 4-12 by presenting biblically based values and morals used for problem solving in everyday situations.,N/A,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,FLYING HOUSE,Non-Core,Network,Saturday 4 am (PT),11,2,30,5,10,Flying House educates and informs children ages 5-10 by teaching Bible stories that highlight important character traits such as honesty and courage.,N/A,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,CHERUB WINGS,Non-Core,Network,Saturday 4:30 am (PT),12,1,30,3,7,Cherub Wings educates and informs children ages 3- 7 by teaching practical living skills with important values through Bible stories and songs that children love.,N/A,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,JOY JUNCTION,Non-Core,Network,Saturday 5 am (PT),11,2,30,8,12,Joy Junction educates and informs children ages 8-12 by teaching Bible history and the development of positive social and moral values.,N/A,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,GOSPEL BILL,Non-Core,Network,Saturday 5:30 am (PT),11,2,30,5,12,Gospel Bill educates and informs children between the ages of 5-12 by teaching positive social skills and self awareness based of biblical principles.,N/A,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,FAITHVILLE,Non-Core,Network,Saturday 6 am (PT),11,2,30,4,16,Faithville educates and informs children between the ages of 4-16 about the value of both teamwork and the importance of the individual within the community,N/A,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,JANICE'S ATTIC,Non-Core,Network,Saturday 6:30 am (PT),11,2,30,4,8,"Janice's Attic educates and informs children between the ages of 4-8 about nature, personal health and the value of positive character qualities.",N/A,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,GREATEST HEROES & LEGENDS OF THE BIBLE,Non-Core,Network,Sunday 1 am (PT),8,5,50,10,16,Greatest Heroes & Legends of the Bible educates and informs youth ages 10-16 through animated Bible stories that promote important character building values.,N/A,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,VIRTUAL MEMORY,Non-Core,Network,Friday 1 am & Saturday 9:00 pm (PT),12,15,30,13,17,Virtual Memory is a Bible trivia show that educates and informs kids between the ages of 13-17 by affirming positive social skills through biblical facts and principles.,N/A,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,WWJD?,Non-Core,Network,Saturday 1:00 am (PT),6,7,30,11,16,"WWJD? educates and informs youth ages 11 to 16 as teens discuss how to successfully deal with the issues they face today such as drugs, dating and peer pressure.",N/A,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,MCGEE AND ME - PERMANENTLY REPLACING KIDS TEN COMMANDMENTS & COLBY'S CLUBHOUSE A/O 12-3-04,Non-Core,Network,Friday 4:30 pm & Saturday 8 am (PT),6,3,30,5,12,"McGee and Me educates and informs children between the ages of 5 to 12 by teaching through practical life lessons about kindness, the value of honesty, making good choices and trusting in God.",N/A,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,GREATEST HEROES & LEGENDS OF THE BIBLE,Non-Core,Network,Saturday/11-27-04 @ 1:30 am & 12-25-04 @ 6 am (PT),2,0,50,10,16,Greatest Heroes & Legends of the Bible educates and informs youth ages 10-16 through animated Bible stories that promote important character building values.,99,N/A,N/A,N/A
2004,KTBN-TV,TBN,Los Angeles,5.5,Analog,KIDS TEN COMMANDMENTS,Non-Core,Network,Saturday/ 11-27-04 @ 11 am (PT),1,0,30,9,16,Kids Ten Commandments educates and informs children between the ages of 9 to 16 through animated Bible stories that promote important rules and character building values for everyday lives.,99,N/A,N/A,N/A
2004,KTLA,WB,Los Angeles,3.5,Analog,"SABRINA, ANIMATED SERIES",Core,Syndicated,"SA 10/2/04-12/25/04 12:30P, SU 10/3/04- 12/26/04 11:30A & 12:00P",38,1,30,7,12,"Young Sabrina's lessons in how to be a good witch are demanding, but they pale in comparison to what she must learn in order to be a good human: loyalty, honesty, self-efficacy, tolerance, perseverance, independence. Each week Sabrina confronts her two sides and discovers that the magic of becoming human is even more demanding and more powerful than the magic of the Netherworld. As she struggles to understand and master her human side, Sabrina serves as an ideal role-model for the eight- to twelve-year-old audience. Sabrina is positive, self-reliant, competent...and open to new ideas. She listens, learns, and does what is necessary to reinforce the lesson for others. And with the help and guidance of her family and friends both Sabrina and the viewing audience come to understand what it takes to become a fully functioning, truly good human being. Attractive and engaging characters, entertaining story lines that mirror the kinds of issues and situations that concern children in middle childhood, and stories that flow from and examine those issues in concrete, explicit terms that children can understand.",1,N/A,N/A,N/A
2004,KTLA,WB,Los Angeles,3.5,Analog,WILD AMERICA,Core,Syndicated,Su 10/3/04-12/26/04 12:30P,12,1,30,13,16,"The key educational objective of this program is to create awareness and understanding of animals and their interaction with their particular environment. The role that humans play in interacting with animals in the wild is also explored. Program seeks to inform us of the importance of protecting endangered species and their habitats. This show was formerly ""Keeping It Wild"" and now has a new title.",1,N/A,N/A,N/A
2004,KTLA,WB,Los Angeles,3.5,Analog,LIBERTY'S KIDS,Core,Syndicated,"SA 10/2/04-12/25/04 @11A, 11:30A, 12P",39,0,30,7,12,"The American Revolutionary War is seen through the eyes of three young people working as reporters for Benjamin Franklin's newspaper, the Pennsylvania Gazette. This series is designed to enable children to experience American history from 1773 to 1789 in a fresh way. It introduces them to historical figures and helps them to understand the incredible sacrifices these individuals made. The series guides them through the events that led to the creation of the new nation. And it helps children to understand the importance of key philosophical, social and political issues at the heart of the American Revolution",99,N/A,N/A,N/A
2004,KTTV,FOX,Los Angeles,3.2,Analog,AWESOME ADVENTURES,Core,Syndicated,Saturdays at 7am (10/2/04-12/25/04),13,0,30,13,16,"AWESOME ADVENTURES” is designed to educate, inform and entertain children 16 and under (specific target audience is 13-16) about the world around them. Each journey is a lesson in the beauty of nature, its creatures, and the people who inhabit the land. The shows are not designed to be “preachy” or overly pedantic, but rather, the goal is to make the learning fun.",99,N/A,N/A,N/A
2004,KTTV,FOX,Los Angeles,3.2,Analog,WILD ABOUT ANIMALS,Core,Syndicated,Saturdays at 7:30am (10/2/04-12/25/04),13,0,30,13,16,"Wild About Animals is a weekly half-hour program that serves the educational and informational needs of children 13 - 16 years old with its program content. The objective of the program is to educate and inform children by bringing them the most entertaining and interesting stories about the world's most fascinating animals. Each episode consists of at least four stories designed to teach children about exotic and unique animals from the wild, as well as to educate them further about animals they see every day.",99,N/A,N/A,N/A
2004,KTTV,FOX,Los Angeles,3.2,Analog,WINX CLUB,Core,Network,Saturdays at 8:30A (10/2/04-12/25/04),13,0,30,6,11,"“WINX CLUB” utilizes fairy castles, magical caverns and timeless villages as a backdrop for coming-of-age lessons, group problem-solving, cooperative investigations and the important social and emotional learning opportunities that children need to develop the valuable emotional competencies of resilience, empathy and self-confidence. In each episode, as a conflict arises, the fairies pool their unique capabilities to find a solution comprised of the sum total of their special talents. Life scenarios that commonly worry children, from feeling vulnerable and powerless to being lost or separated from loved ones, are enacted throughout the series and a variety of practical behavioral solutions are presented. “WINX CLUB” promotes the development of social skills, with actions such as speaking kindly to others, doing good for one’s community, and managing anger appropriately, integrated into the show’s humor. These social competencies are now considered legitimate and necessary objectives of school curricula. The program will be regularly scheduled and air between the hours of 7:00am and 10:00 pm. The program is 30 minutes in length, and will be identified as an educational and informational show, targeted to 6 - 11 year olds, at the beginning of each broadcast and in listings provided to publishers of program guides.",99,N/A,N/A,N/A
