Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of Program,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2003,KJLA,N/A,Los Angeles,3,Analog,POOCHINI,Core,Syndicated,Wednsesday at 4:00 pm,14,0,30,8,13,"Poochini is a colorful character that has gone from riches to rags, but comes to grip with the fact that he is now an ordinary dog who must depend upon himself and his own instincts to survive in the world. In each episode the young pooch faces a dilemma, challenge and/or revelation based on the concepts of getting along with others, self-awareness, self-acceptance and societal understanding. He is proud to pass along a bit of his knowledge and discoveries to his young viewers. Each episode in the series includes three different stories.",99,N/A,N/A,N/A
2003,KJLA,N/A,Los Angeles,3,Analog,REAL LIFE 101,Core,Syndicated,Wednesday at 4:30 pm,14,0,30,10,16,The concept for Real Life 101 is bold yet simple. Real life jobs and careers are explored in an energetic style as an education and information (E/I) presentation for teenage viewers. The careers and people chosen to reflect those categories offer a vital inside look at what it would really be like to choose that particular profession. A co-host approach allows for interchange of questions and responses adding viewer stimulation and insight. Fresh fast-paced entertainment and direction for teens that utilizes today's music and humor to provide career guidance. Encourages young people to follow their dreams.,99,N/A,N/A,N/A
2003,KJLA,N/A,Los Angeles,3,Analog,BIRDZ,Core,Syndicated,Saturday @ 7:00 am,9,0,30,8,14,"Welcome to the wacky animated world of 12 year old Eddie Storkowitz. Like most of us, Eddie has dreams and ambitions, a crazy family to cope with, pre-teen anxieties and challenges, not to mention a crush on his teacher Ms. Downey. Eddie's life is a big bird's nest of typical teenager problems, with a fine-feathered twist.",99,N/A,N/A,N/A
2003,KJLA,N/A,Los Angeles,3,Analog,FLUTEMASTER,Core,Syndicated,Saturday @ 7:30 am,9,0,30,8,14,"A teenage boy in Venice Beach, California unexpectedly becomes heir to an awesome legacy that has lain dormant for over three thousand years - the power to command a fleet of magical, mystical creatures - in FLUTEMASTER, a spectacular animated fantasy adventure.",99,N/A,N/A,N/A
2003,KMEX-TV,Univision Programming Service*,Los Angeles,3,Analog,AMIGOS POR SIEMPRE,Core,Network,SU 08:30AM; SA 08:30AM 100403-101903,6,0,90,8,14,"Amigos por Siempre follows the adventures of students and teachers at the Vidal Institute, including Ana, an intelligent and talented ten year-old, and Salvador, an energetic teacher with progressive and novel ideas on education. The adventures of Ana, Salvador, and other students and teachers at the school illustrate the importance of determination, family, self respect, the respect for elders and teachers, and the love for learning. The show also helps illustrate how friendship, love and kindness can help to overcome life's adversities.",99,N/A,N/A,N/A
2003,KMEX-TV,Univision Programming Service*,Los Angeles,3,Analog,AVENTURAS EN EL TIEMPO,Core,Network,SU 08:30AM; SA 08:30AM 102503-122803,19,1,90,8,12,"Aventuras en el Tiempo is an entertaining and educational science-fiction telenovela specially created for pre-teens. The story takes place during an emotional and adventure-filled summer where five very clever children take trips in time to very distant and historic places. The adventures of the children illustrate the strength and power that exists when friends care about and support each other and the importance of family, friendship, strength, and determination.",0,N/A,N/A,N/A
2003,KNBC,NBC,Los Angeles,3,Analog,CROC FILES,Core,Network,"Saturday, 8:00AM - 8:30AM",4,0,30,9,14,"CROC FILES takes the audience on world-wide travels with naturalist, adventurer and story-teller Steve Irwin of the Australian Zoo. In humorous and adventuresome episodes, Steve, with his wife Terri and a small crew, travel to different locales to film a wide variety of animal species. The objectives of this show are to: · Expose the audience to the habitat, behavior patterns and, in most cases, the dangers of most types of non-domesticated animals. · Demonstrate to the audience how to be safe around wild animals, particularly dangerous predators and poisonous snakes. · Inform the audience about the life cycle, eating habits and social behavior of different animals. · Inform the audience about conservation issues and the relationship and importance of different animals to specific ecosystems.",99,N/A,N/A,N/A
2003,KNBC,NBC,Los Angeles,3,Analog,KENNY THE SHARK (EFFECTIVE 11/1),Core,Network,"Saturday, 8:00AM - 8:30AM",9,0,30,9,14,"When a shark lives among humans, getting along in the world is one tough challenge after another. Kenny the Shark is about tiger shark that has made the transition from sea to land, but it’s very hard trying to adapt new conditions. He lives with Kat, a middle school student, and her family. In the process of watching Kenny deal with this situation we learn real world facts about shark behavior, habits, and biology. We also learn a lot about how to understand multiple perspectives on a problem. In each episode, Kenny and Kat have to solve a problem that requires one of them to be generous, cooperative, hardworking, honest, unselfish or responsible. The situations they face are comedic and action-packed extensions of the incongruous circumstances of Kenny’s life.",99,N/A,N/A,N/A
2003,KNBC,NBC,Los Angeles,3,Analog,JEFF CORWIN UNLEASHED,Core,Network,"Saturday, 8:30AM - 9:00AM",4,0,30,9,14,"“Jeff Corwin Unleashed” has one overarching goal; to show the audience the importance of ecological balance and wildlife conservation. Every episode features the naturalist and environmentalist, Jeff Corwin, on his worldwide travels. Jeff is a no frills traveler, interested in documenting and sharing with the audience an abundance of information about animal habitats, zoology, species evolution and ecosystems. In each episode of this show, the viewers will see Jeff go deep into forests, swamps, deserts, mountains, and rivers to find unusual and rare animals from different countries. He always goes right to the original habitat, pointing out historical facts along the way, so our audience not only understands where the animals live, but why and how the animals exist in their particular ecosystem.",99,N/A,N/A,N/A
2003,KNBC,NBC,Los Angeles,3,Analog,TUTENSTEIN (EFFECTIVE 11/1),Core,Network,"Saturday, 8:30AM - 9:00AM",9,0,30,9,14,"Tut-en-stein is an animated show featuring the resurrected mummy of an Egyptian boy-king. After the discovery of his tomb, the entire burial chamber with artifacts is brought to a metropolitan museum for a permanent exhibit and scientific research. Tut comes alive shortly after his arrival and connects with Cleo, a teen-age museum intern and her cat Luxor. Each episode teaches the audience about Egyptian history, mythology and belief systems. Because Tut’s resurrection is a secret, Cleo has to draw on her knowledge of Egyptology to understand the mummy and his frame of reference. More importantly, she and Tut use the characters, gods, demons, and articles from the tomb to solve the many problems they encounter when Tut forgets the rules of engagement and ventures out into the world on his own.",99,N/A,N/A,N/A
2003,KNBC,NBC,Los Angeles,3,Analog,TRADING SPACES: BOYS VS. GIRLS,Core,Network,"Saturday, 9:00AM - 9:30AM",11,2,30,9,14,"Boys and girls get to show how well they know each other, how effectively they can manage a budget, and how skillfully they can execute a design plan in Trading Spaces: Boys vs. Girls. Each week a boy or girl will be given two days and $5000 dollars to complete a renovation of their partner’s “room.” The space might be a bedroom, a recreation room, or a club house, but the “designer” has to show his or her knowledge of the other person’s preferences, hobbies, and lifestyle to come up with a good design. Then, the challenge of balancing the budget and figuring out the renovation process begins. Participants will learn measurement, spatial reasoning, and principles of aesthetic design as they go through the experience. In the end, they will find out if their knowledge and perception of their partner was on or off base.",2,N/A,N/A,N/A
2003,KNBC,NBC,Los Angeles,3,Analog,ENDURANCE,Core,Network,"Saturday, 9:30AM -10:00AM",11,2,30,9,14,"ENDURANCE is an engrossing program that shows the target audience,with typical kids ages 12-16, succeeding at several different physical, intellectual and strategic challenges in order to win a fabulous travel prize. The audience will be exposed to historical information about great feats of endurance, from Houdini’s escape artistry to Sir Edmund Hillary’s ascent of Mount Everest. Each of the 12 competitive challenges is a metaphor for one of these feats of endurance. In addition, there are strategic challenges based on ten character traits that are important for success. Contestants must estimate probabilities and beat the odds. Overall, the competition balances luck or fate against personal effort so that the contestants learn to balance intellect with intuition in developing their winning strategy. Narration and interviews during each episode trace the emotional growth and insights of the contestants, with an emphasis on how the experience of protracted competition and teamwork teaches both social skills and life skills for achieving success with your goals.",2,N/A,N/A,N/A
2003,KNBC,NBC,Los Angeles,3,Analog,STRANGE DAYS AT BLAKE HOLSEY HIGH,Core,Network,"Saturday, 10:00AM - 10:30AM",10,3,30,9,14,"STRANGE DAYS AT BLAKE HOLSEY HIGH focuses on a group of five young teens who are students at a very unusual boarding school. Strange phenomena happen at the school, and our kids are members of a science club that decides, with the help of their professor, to figure it all out. The initiator of many of their investigative processes is the newest student to the school, Josie Trent. In exploring the larger mystery of why the phenomena occur, our kids also deal with issues relating to their socio-emotional development. The educational goal of the program is to embed scientific content in a narrative story with strong socio-emotional messages. In each episode, one of the main characters models a learning process that relates to their social competence. Each episode also explores science content that relates to resolving an immediate problem or some aspect of the larger mystery. Specific objectives are to expose the audience to content about the physical sciences, such as black holes, worm holes, vortexes, gravity, electricity, satellite transmissions and radio frequencies. Through the characters’ experiments, the audience is exposed to the scientific method, hypothesis testing and analysis of data. Other objectives are to model the development of group cohesion, teamwork, and social competence within the group and between the group and other significant people in their lives.",3,N/A,N/A,N/A
2003,KNBC,NBC,Los Angeles,3,Analog,SCOUT'S SAFARI,Core,Network,"Saturday, 10:30AM - 11:00AM",10,3,30,9,14,"SCOUT’S SAFARI follows the development of 14-year-old Scout Lauer, whose divorced parents have to quickly move Scout from her father’s home in New York City to her mother’s home on a game reserve in South Africa. The overarching goal of the series is for our main character, Scout, to model a learning process for the audience that charts her socio-emotional growth as she adjusts to a completely new life in South Africa. By the end of each episode, Scout will have moved from one level of knowledge to a higher level of knowledge or insight. Specific objectives are to show how Scout makes a good transition into her blended family with a stepfather and new brother, makes new friends in a completely different system, understands different religious and cultural belief systems, and defines a place for herself where she feels secure and confident about her future. As the first children’s show actually filmed on location in an African animal reserve, “Scout’s Safari” will expose the audience to factually accurate content about threats to the natural environment and preserving animal species in their natural habitats.",3,N/A,N/A,N/A
2003,KNET,N/A,Los Angeles,3.2,Analog,SUPER BOOK /SUPER LIBRO (SPANISH LANGUAGE),Core,Syndicated,"Sat 7:00am 10/1-11/8, Sun 7:00AM 11/9-12/31",79,0,30,3,10,"Super Book is a weekly educational series for ages 3 and up designed to entertain and educate various age groups on historical and biblical events. Superbook focuses on positive behavioral and cognitive messages portrayed by the re-telling of these events. Children are able to understand history from a different dimension and relate to the animated characters. From a developmental perspective, the ability to educate young children with Superbook is made easy by taking advantage of the visual and educative appeal of the characters. Children are reinforced and motivated by lessons of love, faithfulness, honesty, and integrity. 1) It is specifically designed to meet the educational and informational needs of children under the age of 16. 2) It airs during core hours. 3) It is regularly scheduled. 4) It is 30 minutes in length.",99,N/A,N/A,N/A
2003,KNET,N/A,Los Angeles,3.2,Analog,FLYING HOUSE/LA CASA VOLADORA (SPANISH LANGUAGE),Core,Syndicated,"Sat. 7:30A 10/4-11/1, Sun 7:30A 11/9-12/31",13,0,30,3,10,"Flying House is a weekly educational series designed for children ages 3-10. It has been uniquely produced to provide entertainment and education for the entire family by using intriguing characters to reinforce positive values, teach behavior modificiation skills, and illustrate stories based on history. Flying House uses the creativity of animation to educate school age children on historical events and expand their ability to memorize these events. 1) It is specifically designed to meet the educational and informational needs of children under the age of 16. 2) It airs during core hours. 3) It is regularly scheduled. 4) It is 30 minutes in length.",99,N/A,N/A,N/A
2003,KPXN,PAX TV,Los Angeles,3,Analog,MIRACLE PETS,Core,Network,Wednesdays / October 1st - December 31st / 3:00 p.m. PT,14,0,60,13,16,"Miracle Pets is a one-hour live-action program. This show is designed to meet the educational and informational needs of children between the ages of 13 and 16. Each episode explores different short re-enactments of pets/animals doing heroic, extraordinary actions. Children learn positive role models, pro-social values and the importance of taking care of the pets in their lives.",99,N/A,N/A,N/A
2003,KPXN,PAX TV,Los Angeles,3,Analog,MIRACLE PETS,Core,Network,Saturdays / October 4th - December 27th / 6:00 p.m. PT,13,0,60,13,16,"Miracle Pets is a one-hour live-action program. This show is designed to meet the educational and informational needs of children between the ages of 13 and 16. Each episode explores different short re-enactments of pets/animals doing heroic, extraordinary actions. Children learn positive role models, pro-social values and the importance of taking care of the pets in their lives.",99,N/A,N/A,N/A
2003,KPXN,PAX TV,Los Angeles,3,Analog,ANIMAL TAILS,Core,Network,Sundays / October 5th - December 28th / 6:00 p.m. PT,13,0,60,13,16,"Animal Tails is a one-hour, taped television program with a live, participating audience. This show is designed to meet the educational and informational needs of children between the ages of 13 and 16. Each episode follows the host, Mark Curry, as he spends time with people, pets and exotic animals as they recount their real-life adventures. Mark also talks with the people knowledgeable about each animal, teaching as he goes. Each episode is designed to reveal to children the world around them in a way that presents positive role models and pro-social values.",99,N/A,N/A,N/A
2003,KRCA,N/A,Los Angeles,3,Analog,EL NUEVO MUNDO SALVAJE CON LORNE GREEN,Core,Syndicated,Monday - Saturday 7 a.m. to 7:30 a.m.,79,0,30,10,16,"This program is educational and intended to inform children 16 years of age and under. It airs at 7 a.m. Monday through Saturday, 30 minutes in length. The series is an award winning wildlife program of up close looks where civilization and wilderness meet, revealing both the best and the worst of the laws of nature and teaching children about animals and the environment.",99,N/A,N/A,N/A
2003,KSCI,N/A,Los Angeles,3,Analog,KISS!KISS!KISS!,Core,Syndicated,Monday-Thursday 8:00am-8:30am,51,1,30,4,6,"Educational and Informational Objective: This program combines live action with animation and music (sing-alongs) to provide education and instruction in a variety of areas of value to children in the age group (both scholastic and practical skills). This program is in Korean. Based on content, airtime and length, the program meets points 1-4. It is included in this form to meet point 5 and is reported to program publishers as educational to meet point 6.",1,N/A,N/A,N/A
2003,KSCI,N/A,Los Angeles,3,Analog,TOKYO KIDS CLUB,Core,Syndicated,Fridays 8:00am-9:00am,13,0,60,3,8,"Educational and informational objective: This program is in Japanese with Japanese subtitling for hearing-impaired viewers and incorporates animation, puppets, musical sing-alongs, children and various lively hosts to teach children viewers about a wide variety of subjects including family values, behavior, exercise, basic math and language skills. This program meets all the points (1-6) as required.",99,N/A,N/A,N/A
2003,KSFV,N/A,Los Angeles,3,Analog,FLYING HOUSE/LA CASA VOLADORA (SPANISH LANGUAGE),Core,Syndicated,Mon-Fri 3:30PM,66,0,30,3,10,"Flying House is a weekly educational series designed for children ages 3-10. It has been uniquely produced to provide entertainment and education for the entire family by using intriguing characters to reinforce positive values, teach behavior modificiation skills, and illustrate stories based on history. Flying House uses the creativity of animation to educate school age children on historical events and expand their ability to memorize these events. 1) It is specifically designed to meet the educational and informational needs of children under the age of 16. 2) It airs during core hours. 3) It is regularly scheduled. 4) It is 30 minutes in length.",99,N/A,N/A,N/A
2003,KSFV,N/A,Los Angeles,3,Analog,SUPER BOOK/SUPER LIBRA (SPANISH LANGUAGE),Core,Syndicated,Saturdays 7:00AM,13,0,30,3,10,"Super Book is a weekly educational series for ages 3 and up designed to entertain and educate various age groups on historical and biblical events. Superbook focuses on positive behavioral and cognitive messages portrayed by the re-telling of these events. Children are able to understand history from a different dimension and relate to the animated characters. From a developmental perspective, the ability to educate young children with Superbook is made easy by taking advantage of the visual and educative appeal of the characters. Children are reinforced and motivated by lessons of love, faithfulness, honesty, and integrity. 1) It is specifically designed to meet the educational and informational needs of children under the age of 16. 2) It airs during core hours. 3) It is regularly scheduled. 4) It is 30 minutes in length.",99,N/A,N/A,N/A
2003,KSKJ-CA,N/A,Los Angeles,7.01,Analog,NEW ZOO REVUE SERIES,Core,Syndicated,MON-SUN 6:00-7:00 A.M. P.T.,84,0,60,3,10,"The story of five characters Henrietta the hippo, Freddie the Frog, Charlie the Owl, Emma Jo, and Doug as they use laughter and song to triumph over everyday life challenges and struggles. Series episodes features Art, Spring, and Time.",99,N/A,N/A,N/A
2003,KSKJ-CA,N/A,Los Angeles,7.01,Analog,NEW ZOO REVUE SERIES,Non-Core,Syndicated,MON-SUN 6:00-7:00 A.M. P.T.,84,0,60,3,10,"Five charactors teach the meaning of patience, advice , and responibility through situations with song and dance. Series episodes feature ART,Spring, and Time.",99,N/A,N/A,N/A
2003,KSKP-CA,N/A,Los Angeles,7.01,Analog,NEW ZOO REVUE SERIES,Core,Syndicated,MON-SUN 6:00-7:00 A.M. P.T.,84,0,60,3,10,"The story of five characters Henrietta the hippo, Freddie the Frog, Charlie the Owl, Emma Jo, and Doug as they use laughter and song to triumph over everyday life challenges and struggles. Series episodes features Art, Spring, and Time.",99,N/A,N/A,N/A
2003,KSKP-CA,N/A,Los Angeles,7.01,Analog,THE NEW ZOO REVUE SERIES,Non-Core,Syndicated,MON-SUN 6:00-7:00 A.M. P.T.,84,0,60,3,10,"Five charactors teach the meaning of patience, advice , and responibility through situations with song and dance. Series episodes feature ART,Spring, and Time.",99,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,DAVEY AND GOLIATH * 7AM,Core,Network,Saturday *7 am & 9:30 am,12,5,30,3,9,Davey and Goliath educates and informs children between the ages of 3-9 by teaching important life skills based on positive and practical Bible principles.,0,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,THE REPPIES,Core,Network,Saturday 7:30 am & 10 am,24,2,30,3,9,The Reppies educates and informs children between the ages of 3-9 on valuable life lessons as it explores the decision making process of the important and sometimes difficult choices that children encounter.,0,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,COLBY'S CLUBHOUSE,Core,Network,Saturday 8 am,12,1,30,6,12,Colby's Clubhouse educates and informs children between the ages of 6-12 about how to successfully deal with everyday situations and challenges using Bible principles.,0,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,THE KNOCK KNOCK CLUB,Core,Network,Saturday 8:30 am (PT),12,1,30,2,7,"The Knock Knock Club educates and informs children ages 2-7 about the world, as well as teaching math, language and basic problem solving skills.",0,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,FAITHVILLE,Core,Network,Saturday 9 am,12,1,30,4,16,Faithville educates and informs children ages 4-16 about the value of both teamwork and the importance of the individual within the community.,0,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,CHERUB WINGS - PERMANENTLY REPLACES DAVEY & GOLIATH A/O 11-1-03,Core,Network,Saturday 7 am,8,1,30,3,7,Cherub Wings educates and informs children between the ages of 3-7 by teaching practical living skills with important values through Bible stores and songs that children love.,0,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,WWJD?,Core,Network,Saturday 10:30 am,12,1,30,11,16,"WWJD? educates and informs youth ages 11-16 as teens discuss how to successfully deal with the issues they face today such as drugs, dating and peer pressure.",0,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,GREATEST HEROES & LEGENDS OF THE BIBLE,Core,Network,Saturday 11 am,12,1,50,10,16,Greatest Heroes & Legends of the Bible educates and informs youth ages 10-16 through animated Bible stories that promote important character building values.,0,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,GREATEST HEROES & LEGENDS OF THE BIBLE A/O 12-5-03 REMOVED FROM SCHEDULE,Core,Network,Friday 4:00 pm,0,9,50,10,16,Greatest Heroes & Legends of the Bible educates and informs youth ages 10-16 through animated Bible stories that promote important character building values.,0,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,KIDS AGAINST CRIME,Non-Core,Network,Saturday 2:30 am,11,2,30,5,12,Kids Against Crime educates and informs children between 5-12 by exploring the real-life crimes committed against and by youth and the penalties for those who commit these crimes.,N/A,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,KIDS LIKE YOU,Non-Core,Network,Saturday 3 am,11,2,30,6,12,Kids Like You educates and informs children between the ages of 6-12 by presenting challenging situations with solutions that develop character.,N/A,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,CIRCLE SQUARE,Non-Core,Network,Saturday 3:30 am,12,1,30,4,12,Circle Square educates and informs children between the ages of 4-12 by presenting biblically based values and morals used for problem solving in everyday situations.,N/A,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,FLYING HOUSE,Non-Core,Network,Saturday 4 am,12,1,30,5,10,Flying House educates and informs children ages 5-10 by teaching Bible stories that highlight important character traits such as honesty and courage.,N/A,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,SUPERBOOK,Non-Core,Network,Saturday 4:30 am,12,1,30,5,10,"Superbook educates and informs children between the ages of 5-10 by teaching Bible stories that highlight the important character traits children will need in life such as courage, loyalty and responsibility.",N/A,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,JOY JUNCTION,Non-Core,Network,Saturday 5 am,12,1,30,8,12,Joy Junction educates and informs children ages 8-12 by teaching Bible history and the development of positive social and moral values.,N/A,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,GOSPEL BILL,Non-Core,Network,Saturday 5:30 am,12,1,30,5,12,Gospel Bill educates and informs children between the ages of 5-12 by teaching positive social skills and self awareness based of biblical principles.,N/A,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,FAITHVILLE,Non-Core,Network,Saturday 6 am,12,1,30,4,16,Faithville educates and informs children between the ages of 4-16 about the value of both teamwork and the importance of the individual within the community.,N/A,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,JANICE'S ATTICK,Non-Core,Network,Saturday 6:30 am,12,1,30,4,8,"Janice's Attic educates and informs children between the ages of 4-8 about nature, personal health and the value of positive character qualities.",N/A,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,GREATEST HEROES & LEGENDS OF THE BIBLE,Non-Core,Network,Sunday 1:30 am (PT) changed to 1 am (PT) as of 11-29-03,9,4,50,10,16,Greatest Heroes & Legends of the Bible educates and informs youth ages 10-16 through animated Bible stories that promote important character building values.,1,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,VIRTUAL MEMORY,Non-Core,Network,Friday 1 am & Saturday 9:00 pm,15,11,30,13,17,Virtual Memory is a Bible trivia show that educates and informs kids between the ages of 13-17 by affirming positive social skills through biblical facts and principles.,N/A,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,WWJD?,Non-Core,Network,Saturday 1 am,5,8,30,11,16,"WWJD? educates and informs youth ages 11-16 as teens discuss how to successfully deal with the issues they face today such as drugs, dating and peer pressure.",N/A,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,KIDS TEN COMMANDMENTS,Non-Core,Network,Friday 4:30 pm,6,0,30,9,16,Kids Ten Commandments educates and informs children between the ages of 9 to 16 through animated Bible stories that promote important rules and character building values for everyday lives.,99,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,KIDS TEN COMMANDMENTS,Non-Core,Network,Friday 10-31-03 4:00 pm,1,0,30,9,16,Kids Ten Commandments educates and informs children between the ages of 9 to 16 through animated Bible stories that promote important rules and character building values for everyday lives.,99,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,BEN AND EDDIE,Non-Core,Network,12-23-03 8:30 am (PT),1,0,60,2,6,"Ben and Eddie educates and informs children between the ages of 2 - 6 by cutting right to the heart of the pressing issues in kid's lives such as how to deal with fears, disappointment, forgiveness and loneliness.",99,N/A,N/A,N/A
2003,KTBN,TBN,Los Angeles,5,Analog,CHERUB WINGS,Non-Core,Network,Saturday 7 am,4,0,30,3,7,Cherub Wings educates and informs children between the ages of 3-7 by teaching practical living skills with important values through Bible stories and songs that children love.,99,N/A,N/A,N/A
2003,KTLA,WB,Los Angeles,3.5,Analog,ARCHIE'S WEIRD MYSTERIES,Core,Syndicated,Wed 10/1/2003- Th 12/31/2003 2:30P,27,0,30,8,11,"Each week Archie and the gang negotiate their way through yet another ""weird mystery."" They encounter many of the same problems and issues confronting today's pre-teens: how to get along with others; how to build and maintain self-confidence; what kinds of values and behaviors lead to both self-respect and respect from others. Because Archie, Jughead, Betty, Veronica, and their classmates are engaging characters with whom young viewers easily identify, they serve as excellent role models. As they deal with such pro-social issues as honesty, perseverance, dependability diversity, self-reliance, and self-respect, their struggles and what they finally learn provide young viewers with the kinds of ""life lessons"" that study after study indicates parents and teachers value.",99,N/A,N/A,N/A
2003,KTLA,WB,Los Angeles,3.5,Analog,WILD AMERICA,Core,Syndicated,Sa 10/4/2003-12/27/2003 11:30A,13,0,30,13,16,"The key educational objective of this program is to create awareness and understanding of animals and their interaction with their particular environment. The role that humans play in interacting with animals in the wild is also explored. Program seeks to inform us of the importance of protecting endangered species and their habitats. This show was formerly ""Keeping It Wild"" and now has a new title.",99,N/A,N/A,N/A
2003,KTLA,WB,Los Angeles,3.5,Analog,THE LITTLES,Core,Syndicated,Fr 10/3/2003- Sa 12/27/2003 2:30P & 11A,26,0,30,5,9,"This series focuses on one particular family of Littles - Grandpa, Mom and Dad, Dinky, and the two youngest: Tom and Lucy. In their quest to become productive adults, the Littles and their friend Henry face the same kinds of problems that young children face every day - issues of friendship, jealousy, honesty, prejudice, consideration for others, kindness, responsibility, risk-taking ... and more. Each episode of the Littles focuses on one such issue, presenting it in explicit, concrete terms. And young, attractive characters with whom children can identify carry out these actions, they serve as excellent role models for young viewers. Younger and older children, boys and girls, loners and social butterflies...all can find a character with whom to identify and from whom to learn. And last but far from least, the character of Grandpa, a wise, experienced, older Little who clearly loves and cares for the Little kids, functions as the kind of non-threatening, non-didactic teacher to whom children respond. He frequently articulates the lesson inherent in the action as he interacts with and advises the Little children. He is the best kind of teacher. The exciting adventures of the Littles and the suspense generated by their frequent narrow escapes from Dr Hunter are designed to capture and hold young viewers' attention. The explicitness with which each lesson is articulated and role models with whom children can identify are designed to ensure that children note and understand the embedded pro-social content as they derive delight from the action.",99,N/A,N/A,N/A
2003,KTLA,Wb,Los Angeles,3.5,Analog,SABRINA'S SECRET LIFE,Core,Syndicated,Mo- 10/6/2003- Tu 12/30/2003 2:30P,26,0,30,8,12,"Young Sabrina's lessons in how to be a good witch are demanding, but they pale in comparison to what she must learn in order to be a good human: loyalty, honesty, self-efficacy, tolerance, perseverance, independence. Each week Sabrina confronts her two sides and discovers that the magic of becoming human is even more demanding and more powerful than the magic of the Netherworld. As she struggles to understand and master her human side, Sabrina serves as an ideal role-model for the eight- to twelve-year-old audience. Sabrina is positive, self-reliant, competent...and open to new ideas. She listens, learns, and does what is necessary to reinforce the lesson for others. And with the help and guidance of her family and friends both Sabrina and the viewing audience come to understand what it takes to become a fully functioning, truly good human being. Attractive and engaging characters, entertaining story lines that mirror the kinds of issues and situations that concern children in middle childhood, and stories that flow from and examine those issues in concrete, explicit terms that children can understand.",99,N/A,N/A,N/A
2003,KTTV,Fox,Los Angeles,3.2,Analog,AWESOME ADVENTURES,Core,Syndicated,Saturdays at 7am,13,0,30,13,16,"AWESOME ADVENTURES” is designed to educate, inform and entertain children 16 and under (specific target audience is 13-16) about the world around them. Each journey is a lesson in the beauty of nature, its creatures, and the people who inhabit the land. The shows are not designed to be “preachy” or overly pedantic, but rather, the goal is to make the learning fun.",99,N/A,N/A,N/A
2003,KTTV,Fox,Los Angeles,3.2,Analog,WILD ABOUT ANIMALS,Core,Syndicated,Saturdays at 7:30am,13,0,30,13,16,"Wild About Animals is a weekly half-hour program that serves the educational and informational needs of children 13 - 16 years old with its program content. The objective of the program is to educate and inform children by bringing them the most entertaining and interesting stories about the world's most fascinating animals. Each episode consists of at least four stories designed to teach children about exotic and unique animals from the wild, as well as to educate them further about animals they see every day.",99,N/A,N/A,N/A
2003,KTTV,Fox,Los Angeles,3.2,Analog,CUBIX,Core,Network,Saturdays at 8:00A,13,0,30,9,11,"“Cubix” is a futuristic animated series that features a diverse group of adolescent characters and their intelligent, “feeling” robots. A significant purpose of CUBIX is to inspire and promote pro-social values and altruistic behaviors such as community participation and support, resilience, tolerance, and perseverance. The social-emotional learning objectives of the series include behavior modeling and reinforcement of age appropriate interpersonal skills, self-confidence, courage and personal responsibility. Each episode promotes a specific competency and it is the intent of the series to motivate children to develop a strong self-concept and the social-emotional literacy skills, now integrated into elementary curricula in most schools across the country. The program is regularly scheduled and airs between the hours of 7:00 am and 10:00 pm. The program is 30 minutes in length, and is identified as an educational and informational show, targeted to 9 to 11 year olds, at the beginning of each broadcast and in listings provided to publishers of program guides.",99,N/A,N/A,N/A
